,CALIBRATION,TYPE,OLD PART NUMBER(S),NEW PART NUMBER(s),Year,Body,BC Description,BC Length,Engine Size
15070,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC 50 STATE JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614245AA, 68614245AB, 68614245AC, 68614245AD, 68614245AE",68614245AF,2023,JL,JL - WRANGLER,2,2.0L
15071,2023 JL 2.0L HCP 8HP75 3.73AR 50 STATE KOREA JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614246AA, 68614246AB, 68614246AC, 68614246AD, 68614246AE",68614246AF,2023,JL,JL - WRANGLER,2,2.0L
15072,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC 50S KOREA JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614247AA, 68614247AB, 68614247AC, 68614247AD, 68614247AE",68614247AF,2023,JL,JL - WRANGLER,2,2.0L
15073,2023 JL 2.0L HCP 8HP75 3.73AR EURO 6D JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614248AA, 68614248AB, 68614248AC, 68614248AD, 68614248AE",68614248AF,2023,JL,JL - WRANGLER,2,2.0L
15074,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC EURO 6D JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614249AA, 68614249AB, 68614249AC, 68614249AD, 68614249AE",68614249AF,2023,JL,JL - WRANGLER,2,2.0L
15075,2023 JL 2.0L HCP 8HP75 3.73AR EURO 6B JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614250AA, 68614250AB, 68614250AC, 68614250AD, 68614250AE",68614250AF,2023,JL,JL - WRANGLER,2,2.0L
15076,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC EURO 6B JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614251AA, 68614251AB, 68614251AC, 68614251AD, 68614251AE",68614251AF,2023,JL,JL - WRANGLER,2,2.0L
15078,2023 JL 2.0L HCP 8HP75 3.73AR ROW JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614252AA, 68614252AB, 68614252AC, 68614252AD, 68614252AE",68614252AF,2023,JL,JL - WRANGLER,2,2.0L
15079,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC ROW JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614253AA, 68614253AB, 68614253AC, 68614253AD, 68614253AE",68614253AF,2023,JL,JL - WRANGLER,2,2.0L
15080,2023 JL 2.0L HCP 8HP75 3.73AR CHINA 6B JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614254AA, 68614254AB, 68614254AC, 68614254AD, 68614254AE",68614254AF,2023,JL,JL - WRANGLER,2,2.0L
15081,2023 JL 2.0L HCP 8HP75 4.10AR 4:1TC CHINA 6B JL - WRANGLER,HCP,"05185101AC, 05185101AD, 05185101AE, 05185101AF, 05185101AG, 05185101AH, 68614255AA, 68614255AB, 68614255AC, 68614255AD, 68614255AE",68614255AF,2023,JL,JL - WRANGLER,2,2.0L
15082,2023 JL 2.0L PCM PHEV 3.73AR 110MPH 50S JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614847AA, 68614847AB, 68614847AC",68614847AD,2023,JL,JL - WRANGLER,2,2.0L
15083,2023 JL 2.0L PCM PHEV 3.73AR 110MPH 50S WILLY JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614848AA, 68614848AB, 68614848AC",68614848AD,2023,JL,JL - WRANGLER,2,2.0L
15084,2023 JL 2.0L PCM PHEV 3.73AR 110MPH 50S KOREA JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614849AA, 68614849AB, 68614849AC",68614849AD,2023,JL,JL - WRANGLER,2,2.0L
15085,2023 JL 2.0L PCM PHEV 3.73AR 110MPH EU6D JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614850AA, 68614850AB, 68614850AC",68614850AD,2023,JL,JL - WRANGLER,2,2.0L
15086,2023 JL 2.0L PCM PHEV 3.73AR 110MPH CHINA JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614851AA, 68614851AB, 68614851AC",68614851AD,2023,JL,JL - WRANGLER,2,2.0L
15088,2023 JL 2.0L PCM PHEV 3.73AR 100MPH ROW JL - WRANGLER,PCM,"68403898AC, 68403898AD, 68403898AE, 68403898AE, 68614852AA, 68614852AB, 68614852AC",68614852AD,2023,JL,JL - WRANGLER,2,2.0L
15089,2023 JL 2.0L PCM 850RE 3.45AR 110MPH ROW JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614861AA, 68614861AB",68614861AC,2023,JL,JL - WRANGLER,2,2.0L
15090,2023 JL 2.0L PCM 850RE 3.45AR 110MPH BRAZIL JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614862AA, 68614862AB",68614862AC,2023,JL,JL - WRANGLER,2,2.0L
15091,2023 JL 2.0L PCM 850RE 3.45AR 110MPH RUSSIA JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614863AA, 68614863AB",68614863AC,2023,JL,JL - WRANGLER,2,2.0L
15092,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH 50S JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614864AA, 68614864AB",68614864AC,2023,JL,JL - WRANGLER,2,2.0L
15093,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH MEX JL - WRANGLER,PDM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614865AA, 68614865AB",68614865AC,2023,JL,JL - WRANGLER,2,2.0L
15094,2023 JL 2.0L PCM 850RE 4.10AR 4:1 97MPH K 50 JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614866AA, 68614866AB",68614866AC,2023,JL,JL - WRANGLER,2,2.0L
15095,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH E6 JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614867AA, 68614867AB",68614867AC,2023,JL,JL - WRANGLER,2,2.0L
15096,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH E6D JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614868AA, 68614868AB, 68614868AC",68614868AD,2023,JL,JL - WRANGLER,2,2.0L
15097,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH J JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614870AA, 68614870AB",68614870AC,2023,JL,JL - WRANGLER,2,2.0L
15098,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH CH6 JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614871AA, 68614871AB, 68614871AC",68614871AD,2023,JL,JL - WRANGLER,2,2.0L
15099,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH ROW JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614872AA, 68614872AB",68614872AC,2023,JL,JL - WRANGLER,2,2.0L
15100,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 110 BRA JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614873AA, 68614873AB",68614873AC,2023,JL,JL - WRANGLER,2,2.0L
15102,2023 JL 2.0L PCM 850RE 4.10AR 4:1TC 97MPH RUS JL - WRANGLER,PCM,"05150861AH, 05150861AI, 05150861AJ, 05150861AJ, 68614874AA, 68614874AB",68614874AC,2023,JL,JL - WRANGLER,2,2.0L
15103,2023 DS 5.7L PCM 8HP70 4WD 32G 3.21AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615282AA, 68615282AB",68615282AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15104,2023 DS 5.7L PCM 8HP70 4WD 26G 3.21AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615283AA, 68615283AB",68615283AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15105,2023 DS 5.7L PCM 8HP70 RWD 32G 3.21AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615284AA, 68615284AB",68615284AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15106,2023 DS 5.7L PCM 8HP70 RWD 26G 3.21AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615285AA, 68615285AB",68615285AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15107,2023 DS 5.7L PCM 8HP70 32G 3.21AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615286AA, 68615286AB",68615286AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15108,2023 DS 5.7L PCM 8HP70 4WD 3.21AR AGS BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615288AA, 68615288AB",68615288AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15109,2023 DS 5.7L PCM 8HP70 RWD 3.21AR BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615289AA, 68615289AB",68615289AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15110,2023 DS 5.7L PCM 8HP70 3.21AR BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615290AA, 68615290AB",68615290AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15111,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615291AA, 68615291AB",68615291AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15112,2023 DS 5.7L PCM 8HP70 4WD 26G 3.92AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615292AA, 68615292AB",68615292AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15113,2023 DS 5.7L PCM 8HP70 RWD 32G 3.92AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615293AA, 68615293AB",68615293AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15114,2023 DS 5.7L PCM 8HP70 RWD 26G 3.92AR AGS 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615294AA, 68615294AB",68615294AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15115,2023 DS 5.7L PCM 8HP70 32G 3.92AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615295AA, 68615295AB",68615295AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15116,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR AGS BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615297AA, 68615297AB",68615297AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15117,2023 DS 5.7L PCM 8HP70 RWD 3.92AR BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615298AA, 68615298AB",68615298AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15118,2023 DS 5.7L PCM 8HP70 3.92AR BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615299AA, 68615299AB",68615299AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15119,2023 DS 5.7L PCM 8HP70 4WD 32G 3.21AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615300AA, 68615300AB",68615300AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15120,2023 DS 5.7L PCM 8HP70 4WD 26G 3.21AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615301AA, 68615301AB",68615301AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15122,2023 DS 5.7L PCM 8HP70 RWD 32G 3.21AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615302AA, 68615302AB",68615302AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15123,2023 DS 5.7L PCM 8HP70 RWD 26G 3.21AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615303AA, 68615303AB",68615303AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15124,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615304AA, 68615304AB",68615304AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15125,2023 DS 5.7L PCM 8HP70 4WD 26G 3.92AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615305AA, 68615305AB",68615305AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15126,2023 DS 5.7L PCM 8HP70 RWD 32G 3.92AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615306AA, 68615306AB",68615306AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15127,2023 DS 5.7L PCM 8HP70 RWD 26G 3.92AR 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615307AA, 68615307AB",68615307AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15128,2023 DS 5.7L PCM 8HP70 4WD 3.21AR POLICE BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615308AA, 68615308AB",68615308AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15129,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR P BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615309AA, 68615309AB",68615309AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15130,2023 DS 5.7L PCM 8HP70 4WD 32G 3.21AR P 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615310AA, 68615310AB",68615310AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15131,2023 DS 5.7L PCM 8HP70 4WD 26G 3.21AR P 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615311AA, 68615311AB",68615311AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15132,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR P 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615312AA, 68615312AB",68615312AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15133,2023 DS 5.7L PCM 8HP70 4WD 26G 3.92AR P 50S DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615313AA, 68615313AB",68615313AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15134,2023 DS 5.7L PCM 8HP70 4WD 32G 3.21AR ME BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615314AA, 68615314AB",68615314AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15135,2023 DS 5.7L PCM 8HP70 4WD 26G 3.21AR ME BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615315AA, 68615315AB",68615315AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15136,2023 DS 5.7L PCM 8HP70 4WD 32G 3.92AR ME BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615316AA, 68615316AB",68615316AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15137,2023 DS 5.7L PCM 8HP70 4WD 26G 3.92AR ME BUX DS - RAM 1500 PICKUP,PCM,"68434915AC, 68434915AC, 68615317AA, 68615317AB",68615317AC,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15138,2023 DS 3.6L PCM 850RE 26GAL AGS 50 STATE DS - RAM 1500 PICKUP,PCM,68434916AC,68615463AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15139,2023 DS 3.6L PCM 850RE 32GAL AGS 50 STATE DS - RAM 1500 PICKUP,PCM,68434916AC,68615464AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15140,2023 DS 3.6L PCM 850RE 26GAL ROW DS - RAM 1500 PICKUP,PCM,68434916AC,68615465AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15141,2023 DS 3.6L PCM 850RE 32GAL ROW DS - RAM 1500 PICKUP,PCM,68434916AC,68615466AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15142,2023 DS 3.6L PCM 850RE 26GAL 50 STATE DS - RAM 1500 PICKUP,PCM,68434916AC,68615467AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15143,2023 DS 3.6L PCM 850RE 32GAL 50 STATE DS - RAM 1500 PICKUP,PCM,68434916AC,68615468AA,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15145,2023 DS 3.6L TCM 850RE RWD 3.21AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68275501AA, 68275501AA, 68493782AA, 68615475AA",68615475AB,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15146,2023 DS 3.6L TCM 850RE RWD 3.55AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68275501AA, 68275501AA, 68493782AA, 68615476AA",68615476AB,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15147,2023 DS 3.6L TCM 850RE 4WD 3.21AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68275501AA, 68275501AA, 68493783AA, 68615477AA",68615477AB,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15148,2023 DS 3.6L TCM 850RE 4WD 3.55AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68275501AA, 68275501AA, 68493783AA, 68615478AA",68615478AB,2023,DS,DS - RAM 1500 PICKUP,2,3.6L
15149,2023 DS 5.7L TCM 8HP70 RWD 3.21AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68227332AC, 68227332AD, 68227332AD, 68275501AA, 68275501AA, 68367482AA",68615479AA,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15150,2023 DS 5.7L TCM 8HP70 RWD 3.92AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68227332AC, 68227332AD, 68227332AD, 68275501AA, 68275501AA, 68367482AA",68615480AA,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15151,2023 DS 5.7L TCM 8HP70 4WD 3.21AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68227332AC, 68227332AD, 68227332AD, 68275501AA, 68275501AA, 68367521AA",68615481AA,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15152,2023 DS 5.7L TCM 8HP70 4WD 3.92AR NAFTA DS - RAM 1500 PICKUP,TCM,"68227332AB, 68227332AB, 68227332AC, 68227332AD, 68227332AD, 68275501AA, 68275501AA, 68367521AA",68615482AA,2023,DS,DS - RAM 1500 PICKUP,2,5.7L
15153,2024 DJ D2 6.4L TCM 8HP75 RWD 3.73AR 50 STATE D2 - RAM 3500 PICKUP,TCM,"68275501AA, 68275501AA",68617338AA,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15154,2024 DJ D2 6.4L TCM 8HP75 RWD 4.10AR 50 STATE D2 - RAM 3500 PICKUP,TCM,"68275501AA, 68275501AA",68617339AA,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15155,2024 DJ D2 6.4L TCM 8HP75 4WD 3.73AR 50 STATE D2 - RAM 3500 PICKUP,TCM,"68275501AA, 68275501AA",68617340AA,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15156,2024 DJ D2 6.4L TCM 8HP75 4WD 4.10AR 50 STATE D2 - RAM 3500 PICKUP DJ - RAM 2500 PICKUP DJ - RAM 2500 PICKUP DJ - RAM 2500 PICKUP DJ - RAM 2500 PICKUP DJ - RAM 2500 PICKUP,TCM,"68275501AA, 68275501AA",68617341AA,2024,"D2, DJ","D2 - RAM 3500 PICKUP, DJ - RAM 2500 PICKUP, DJ - RAM 2500 PICKUP, DJ - RAM 2500 PICKUP, DJ - RAM 2500 PICKUP, DJ - RAM 2500 PICKUP",6,6.4L
15157,2024 DD DF 6.4L TCM 8HP75 4WD 4.10AR 50 STATE DD - RAM 3500 CAB CHASSIS,TCM,"68275501AA, 68275501AA",68617342AA,2024,DD,DD - RAM 3500 CAB CHASSIS,2,6.4L
15158,2024 DD DF 6.4L TCM 8HP75 RWD 4.10AR 50 STATE DD - RAM 3500 CAB CHASSIS,TCM,"68275501AA, 68275501AA",68617343AA,2024,DD,DD - RAM 3500 CAB CHASSIS,2,6.4L
15160,2024 DJ 6.4L PCM 8HP75 PWR WAGON 31G 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617370AA",68617370AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15161,2024 DJ 6.4L PCM 8HP75 PWR WAGON 31G ROW DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617371AA",68617371AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15162,2024 DJ 6.4L PCM 8HP75 OFF ROAD 50G 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617372AA",68617372AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15163,2024 DJ 6.4L PCM 8HP75 OFF ROAD 31/32G 50S DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617373AA",68617373AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15164,2024 DJ 6.4L PCM 8HP75 OFF ROAD 32G SC 50S DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617374AA",68617374AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15165,2024 DJ 6.4L PCM 8HP75 BOX ON 50GAL 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617375AA",68617375AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15166,2024 DJ 6.4L PCM 8HP75 BOX OFF 50GAL 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617376AA",68617376AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15167,2024 DJ 6.4L PCM 8HP75 BOX ON 31/32G 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617377AA",68617377AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15168,2024 DJ 6.4L PCM 8HP75 BOX OFF 31/32G 50S DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617378AA",68617378AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15169,2024 DJ 6.4L PCM 8HP75 BOX ON 32G SC 50 STATE DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617379AA",68617379AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15170,2024 DJ 6.4L PCM 8HP75 BOX OFF 32G SC 50S DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617380AA",68617380AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15171,2024 DJ 6.4L PCM 8HP75 BOX ON 50G BUX DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617381AA",68617381AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15172,2024 DJ 6.4L PCM 8HP75 BOX OFF 50G BUX DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617382AA",68617382AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15173,2024 DJ 6.4L PCM 8HP75 BOX ON 31/32GAL BUX DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617383AA",68617383AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15174,2024 DJ 6.4L PCM 8HP75 BOX OFF 31/32GAL BUX DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617384AA",68617384AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15175,2024 DJ 6.4L PCM 8HP75 BOX ON 32GAL SC BUX DJ - RAM 2500 PICKUP,PCM,"68615041AA, 68617385AA",68617385AB,2024,DJ,DJ - RAM 2500 PICKUP,2,6.4L
15176,2024 DJ 6.4L PCM 8HP75 BOX OFF 32GAL SC BUX,PCM,"68615041AA, 68617386AA",68617386AB,2024,DJ,,2,6.4L
15177,2024 D2 6.4L PCM 8HP75 50 GAL SRW BOX ON 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617387AA",68617387AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15178,2024 D2 6.4L PCM 8HP75 50 GAL SRW BOX OFF 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617388AA",68617388AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15179,2024 D2 6.4L PCM 8HP75 31/32G SRW BOX ON 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617389AA",68617389AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15180,2024 D2 6.4L PCM 8HP75 31/32G SRW BOX OFF 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617390AA",68617390AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15181,2024 D2 6.4L PCM 8HP75 32G SRW BOX ON SC 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617391AA",68617391AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15182,2024 D2 6.4L PCM 8HP75 32G SRW BOX OFF SC 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617392AA",68617392AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15183,2024 D2 6.4L PCM 8HP75 50 GAL DRW BOX ON 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617393AA",68617393AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15184,2024 D2 6.4L PCM 8HP75 50 GAL DRW BOX OFF 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617394AA",68617394AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15185,2024 D2 6.4L PCM 8HP75 31/32G DRW BOX ON 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617395AA",68617395AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15187,2024 D2 6.4L PCM 8HP75 31/32G DRW BOX OFF 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617396AA",68617396AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15188,2024 D2 6.4L PCM 8HP75 32G DRW BOX ON SC 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617397AA",68617397AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
15189,2024 D2 6.4L PCM 8HP75 32G DRW BOX OFF SC 50S D2 - RAM 3500 PICKUP,PCM,"68615041AA, 68617398AA",68617398AB,2024,D2,D2 - RAM 3500 PICKUP,2,6.4L
